dataset,budget_ms,seed,method,certificate,eb-nocorrection,point-estimate,posthoc-oracle,realized,ndcg10
nfcorpus,80.0,23,Static-ColBERTv2,,0.9009975035364439,0.6899907334275995,0.9104803493449781,0.9104803493449781,0.3248569783018621
nfcorpus,80.0,23,Static-E5,,0.34686520467591997,0.0,0.0,0.0,0.33853047363765626
nfcorpus,80.0,29,CWC,0.9040560424955042,0.5112849426073407,0.0025575447570332483,0.002178649237472767,0.002178649237472767,0.3351227985090019
nfcorpus,80.0,29,StaticBest-cal,,0.5112849426073407,0.0025575447570332483,0.002178649237472767,0.002178649237472767,0.32154464093274465
nfcorpus,80.0,29,CostGreedy-cal,,0.5112849426073407,0.0025575447570332483,0.002178649237472767,0.002178649237472767,0.32154464093274465
nfcorpus,80.0,29,Static-Qwen3,,0.5112849426073407,0.0025575447570332483,0.002178649237472767,0.002178649237472767,0.32154464093274465
nfcorpus,80.0,29,Static-SPLADE,,0.5011560055878992,0.0,0.0,0.0,0.3296412324747552
nfcorpus,80.0,29,Static-ColBERTv2,,0.9136630829623318,0.6614902852303183,0.934640522875817,0.934640522875817,0.3092824101784831
nfcorpus,80.0,29,Static-E5,,0.5011560055878992,0.0,0.0,0.0,0.3272987447666242
nfcorpus,80.0,31,CWC,0.5849776873178283,0.34036378085687025,0.0,0.0,0.0,0.3478620429584839
nfcorpus,80.0,31,StaticBest-cal,,0.34036378085687025,0.0,0.004329004329004329,0.004329004329004329,0.3308368198375521
nfcorpus,80.0,31,CostGreedy-cal,,0.35275545928239493,0.0031288843170031292,0.004329004329004329,0.004329004329004329,0.3308368198375521
nfcorpus,80.0,31,Static-Qwen3,,0.34036378085687025,0.0,0.004329004329004329,0.004329004329004329,0.3308368198375521
nfcorpus,80.0,31,Static-SPLADE,,0.34036378085687025,0.0,0.0,0.0,0.3365964524011865
nfcorpus,80.0,31,Static-ColBERTv2,,0.916366399841921,0.7013865976571578,0.9177489177489178,0.9177489177489178,0.31616779291118197
nfcorpus,80.0,31,Static-E5,,0.34036378085687025,0.0,0.0,0.0,0.3414456081442243
nfcorpus,120.0,13,CWC,0.7259967512750666,0.21047805894156707,0.005861051221401211,0.0021141649048625794,0.0021141649048625794,0.3390794484449071
nfcorpus,120.0,13,StaticBest-cal,,0.18726586743405346,0.0,0.0021141649048625794,0.0021141649048625794,0.32541789796937615
nfcorpus,120.0,13,CostGreedy-cal,,0.21047805894156707,0.005861051221401211,0.004228329809725159,0.004228329809725159,0.32541789796937615
nfcorpus,120.0,13,Static-Qwen3,,0.18726586743405346,0.0,0.0021141649048625794,0.0021141649048625794,0.32541789796937615
nfcorpus,120.0,13,Static-SPLADE,,0.18726586743405346,0.0,0.0,0.0,0.33265958872947743
nfcorpus,120.0,13,Static-ColBERTv2,,0.6653137651768968,0.3355731533985712,0.7378435517970402,0.7378435517970402,0.3102320043251954
nfcorpus,120.0,13,Static-E5,,0.18726586743405346,0.0,0.0,0.0,0.32700604094566066
nfcorpus,120.0,17,CWC,0.8012541043442617,0.3159810841761139,0.003208705357142857,0.0,0.0,0.34040823971123796
nfcorpus,120.0,17,StaticBest-cal,,0.3032732813558242,0.0,0.002232142857142857,0.002232142857142857,0.33461696458755935
nfcorpus,120.0,17,CostGreedy-cal,,0.3159810841761139,0.003208705357142857,0.004464285714285714,0.004464285714285714,0.33461696458755935
nfcorpus,120.0,17,Static-Qwen3,,0.3032732813558242,0.0,0.002232142857142857,0.002232142857142857,0.33461696458755935
nfcorpus,120.0,17,Static-SPLADE,,0.3032732813558242,0.0,0.0,0.0,0.3491914015442089
nfcorpus,120.0,17,Static-ColBERTv2,,0.8037664461912518,0.4893570395863195,0.734375,0.734375,0.3241995959393479
nfcorpus,120.0,17,Static-E5,,0.3032732813558242,0.0,0.0,0.0,0.3372538981747722
nfcorpus,120.0,23,CWC,0.6548756730333922,0.34686520467591997,0.0,0.0,0.0,0.3373495234777263
nfcorpus,120.0,23,StaticBest-cal,,0.4142222866617894,0.01700758446334176,0.0,0.0,0.3382214986110847
nfcorpus,120.0,23,CostGreedy-cal,,0.4142222866617894,0.01700758446334176,0.002183406113537118,0.002183406113537118,0.3382214986110847
nfcorpus,120.0,23,Static-Qwen3,,0.4142222866617894,0.01700758446334176,0.0,0.0,0.3382214986110847
nfcorpus,120.0,23,Static-SPLADE,,0.34686520467591997,0.0,0.0,0.0,0.3484158856249461
nfcorpus,120.0,23,Static-ColBERTv2,,0.8031087204652021,0.5386298196379314,0.7205240174672489,0.7205240174672489,0.3248569783018621
nfcorpus,120.0,23,Static-E5,,0.34686520467591997,0.0,0.0,0.0,0.33853047363765626
nfcorpus,120.0,29,CWC,0.849074671770714,0.5011560055878992,0.0,0.002178649237472767,0.002178649237472767,0.3351227985090019
