phase,dataset,budget_ms,seed,policy,n_eval,mean_ms,p50_ms,p95_ms,p99_ms,slo_violation,ndcg10,throughput_qps,distinct_plans,probe_ms,route_ms
closed_loop,nfcorpus,50.0,17,Static-Fallback,417,1.5677270162359274,0.9072348475456238,3.329480718821287,3.591175274923443,0.0,0.09997399203692924,630.4644829216105,1,0.0,0.0
closed_loop,nfcorpus,50.0,17,Oracle-perItem,417,5.42541955680334,0.7239338010549545,34.9397706799209,45.66329994238912,0.0,0.13499331108330903,183.24918979785792,7,0.0,0.0
closed_loop,nfcorpus,50.0,23,CWC,431,6.971662223939795,2.4285269901156425,27.36908255610615,30.36992927081883,0.0,0.0956193357555853,142.92631451141617,4,2.158267906998779,0.22833582592950896
closed_loop,nfcorpus,50.0,23,StaticBest-cal,431,1.5854149405345355,0.9251979645341635,3.391314181499183,3.6010717274621125,0.0,0.09566274125569575,623.6474934636982,1,0.0,0.0
closed_loop,nfcorpus,50.0,23,CostGreedy-cal,431,1.5355877922912693,0.8856109343469143,3.3496004762127995,3.593448479659855,0.0,0.09566274125569575,643.8529510545064,1,0.0,0.0
closed_loop,nfcorpus,50.0,23,Static-BestQuality,431,84.79786102050643,71.91035500727594,135.03539946395904,146.50838666129852,0.851508120649652,0.1039786896906859,11.788105530230089,1,0.0,0.0
closed_loop,nfcorpus,50.0,23,Static-Fallback,431,1.559437554558683,0.9006208274513483,3.3401516266167164,3.55295492336154,0.0,0.09566274125569575,634.0220257266492,1,0.0,0.0
closed_loop,nfcorpus,50.0,23,Oracle-perItem,431,4.877534626903155,0.7258960977196693,27.38134248647839,44.64733651839196,0.002320185614849188,0.12823870265015386,203.7352778483599,7,0.0,0.0
closed_loop,nfcorpus,50.0,29,CWC,436,4.165973683067281,1.852922490797937,21.730631473474205,28.159734234213825,0.0,0.09759223172603027,239.04126634035407,4,2.0789544518883214,0.21874114396819555
closed_loop,nfcorpus,50.0,29,StaticBest-cal,436,1.5465285225318524,0.9116779547184706,3.3655971637926996,3.797093837056308,0.0,0.09584184928777474,639.1467153114418,1,0.0,0.0
closed_loop,nfcorpus,50.0,29,CostGreedy-cal,436,1.541362186240186,0.8990996284410357,3.328011021949351,3.96703192964196,0.0,0.09584184928777474,641.2127556730136,1,0.0,0.0
closed_loop,nfcorpus,50.0,29,Static-BestQuality,436,84.19307853402826,72.05993658863008,133.1296093412675,137.69707886967808,0.8486238532110092,0.10901172420328578,11.8726154142896,1,0.0,0.0
closed_loop,nfcorpus,50.0,29,Static-Fallback,436,1.5493212839152766,0.9101774776354432,3.443562483880669,3.772567270789294,0.0,0.09584184928777474,638.0251761700305,1,0.0,0.0
closed_loop,nfcorpus,50.0,29,Oracle-perItem,436,5.229496752198171,0.7343145553022623,28.065338672604412,44.43817090941593,0.0,0.13068654824893863,190.09248104298166,7,0.0,0.0
