mode,valid,budget_ms,seed,n_cells,n_eval,n_cal,n_sel,rho_mean,R_cert_bound,viol_certified,ndcg_certified,viol_static,ndcg_static,abstain_frac,deploy_signature,cert_upper_bounds_realized
as-released,False,80.0,13,6,1557,514,514,4.146768467039444,0.34684417781532356,0.0019267822736030828,0.6027967278454527,0.10854206807964033,0.6403948127943918,0.0,external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post,True
union,True,80.0,13,6,1557,514,514,4.146768467039444,0.36851386015329246,0.0019267822736030828,0.6027967278454527,0.10854206807964033,0.6403948127943918,0.0,external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post,True
selection,True,80.0,13,6,1557,514,514,4.146768467039444,0.34684417781532356,0.0019267822736030828,0.6027967278454527,0.10854206807964033,0.6403948127943918,0.0,external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post,True
as-released,False,80.0,17,6,1549,518,518,3.3340843393547925,0.4838477159069438,0.0006455777921239509,0.5829349104172292,0.11620400258231117,0.6285701501094293,0.2685603615235636,external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|rrf_dense_e5_base_v2_pre|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre,True
union,True,80.0,17,6,1549,518,518,3.3340843393547925,0.5319261129946943,0.0006455777921239509,0.5829349104172292,0.11620400258231117,0.6285701501094293,0.2685603615235636,external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|rrf_dense_e5_base_v2_pre|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre,True
selection,True,80.0,17,6,1549,518,518,3.3340843393547925,0.4838477159069438,0.0006455777921239509,0.5762195421077586,0.11620400258231117,0.6285701501094293,0.4596513879922531,external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|rrf_dense_e5_base_v2_pre|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post,True
as-released,False,80.0,23,6,1585,500,500,3.6368250652430647,0.40112167239663077,0.0012618296529968455,0.5971466286986357,0.11608832807570978,0.6368129297149656,0.24858044164037854,external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|rrf_dense_e5_base_v2_pre|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post,True
union,True,80.0,23,6,1585,500,500,3.6368250652430647,0.4306973901094615,0.0012618296529968455,0.5971466286986357,0.11608832807570978,0.6368129297149656,0.24858044164037854,external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|rrf_dense_e5_base_v2_pre|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post,True
selection,True,80.0,23,6,1585,500,500,3.6368250652430647,0.40112167239663077,0.0006309148264984228,0.5899503451851495,0.11608832807570978,0.6368129297149656,0.45930599369085173,external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|rrf_dense_e5_base_v2_pre|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post,True
as-released,False,80.0,29,6,1584,501,500,3.601642042161862,0.3516027744899937,0.001893939393939394,0.605950426157415,0.10795454545454546,0.6409832478797257,0.0,external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post,True
union,True,80.0,29,6,1584,501,500,3.601642042161862,0.37700731918702335,0.001893939393939394,0.605950426157415,0.10795454545454546,0.6409832478797257,0.0,external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post,True
selection,True,80.0,29,6,1584,501,500,3.601642042161862,0.3516027744899937,0.001893939393939394,0.605950426157415,0.10795454545454546,0.6409832478797257,0.0,external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post,True
as-released,False,80.0,31,6,1608,489,488,3.6911935703114587,0.4051126162387679,0.0012437810945273632,0.5854389359019384,0.11069651741293532,0.633563978940921,0.2537313432835821,external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_post|external_splade_cocondenser_ensembledistil_post,True
union,True,80.0,31,6,1608,489,488,3.6911935703114587,0.43648415418605196,0.0012437810945273632,0.5854389359019384,0.11069651741293532,0.633563978940921,0.2537313432835821,external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_post|external_splade_cocondenser_ensembledistil_post,True
selection,True,80.0,31,6,1608,489,488,3.6911935703114587,0.4051126162387679,0.0006218905472636816,0.5806301131854095,0.11069651741293532,0.633563978940921,0.4651741293532338,external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_post|external_splade_cocondenser_ensembledistil_post,True
as-released,False,120.0,13,6,1557,514,514,4.146768467039444,0.34684417781532356,0.005138086062941554,0.6040926579403025,0.047527296082209375,0.6403948127943918,0.47591522157996147,external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_pre,True
union,True,120.0,13,6,1557,514,514,4.146768467039444,0.36851386015329246,0.005138086062941554,0.6040926579403025,0.047527296082209375,0.6403948127943918,0.47591522157996147,external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_pre,True
selection,True,120.0,13,6,1557,514,514,4.146768467039444,0.34684417781532356,0.005138086062941554,0.6040926579403025,0.047527296082209375,0.6403948127943918,0.47591522157996147,external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_pre,True
as-released,False,120.0,17,6,1549,518,518,3.3340843393547925,0.4838477159069438,0.003873466752743706,0.5869640733652582,0.04906391220142027,0.6285701501094293,0.618463524854745,external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|rrf_dense_e5_base_v2_pre|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre,True
union,True,120.0,17,6,1549,518,518,3.3340843393547925,0.5319261129946943,0.003873466752743706,0.5869640733652582,0.04906391220142027,0.6285701501094293,0.618463524854745,external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|rrf_dense_e5_base_v2_pre|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre,True
selection,True,120.0,17,6,1549,518,518,3.3340843393547925,0.5336228195418042,0.012911555842479019,0.6195290763727918,0.04906391220142027,0.6285701501094293,0.34990316333118143,external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|rrf_dense_e5_base_v2_pre|external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_pre,True
as-released,False,120.0,23,6,1585,500,500,3.6368250652430647,0.40112167239663077,0.002523659305993691,0.5980421896486517,0.04794952681388013,0.6368129297149656,0.592429022082019,external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|rrf_dense_e5_base_v2_pre|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre,True
union,True,120.0,23,6,1585,500,500,3.6368250652430647,0.4306973901094615,0.002523659305993691,0.5980421896486517,0.04794952681388013,0.6368129297149656,0.592429022082019,external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|rrf_dense_e5_base_v2_pre|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre,True
selection,True,120.0,23,6,1585,500,500,3.6368250652430647,0.40112167239663077,0.002523659305993691,0.5980421896486517,0.04794952681388013,0.6368129297149656,0.592429022082019,external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|rrf_dense_e5_base_v2_pre|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre,True
as-released,False,120.0,29,6,1584,501,500,3.601642042161862,0.3516027744899937,0.0031565656565656565,0.6064892113548436,0.041035353535353536,0.6409832478797257,0.5,external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_pre,True
union,True,120.0,29,6,1584,501,500,3.601642042161862,0.37700731918702335,0.0031565656565656565,0.6064892113548436,0.041035353535353536,0.6409832478797257,0.5,external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_pre,True
selection,True,120.0,29,6,1584,501,500,3.601642042161862,0.3516027744899937,0.0031565656565656565,0.6064892113548436,0.041035353535353536,0.6409832478797257,0.5,external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_pre,True
as-released,False,120.0,31,6,1608,489,488,3.6911935703114587,0.4051126162387679,0.01927860696517413,0.5870166457035619,0.04788557213930348,0.633563978940921,0.2537313432835821,external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_pre,True
union,True,120.0,31,6,1608,489,488,3.6911935703114587,0.43648415418605196,0.01927860696517413,0.5870166457035619,0.04788557213930348,0.633563978940921,0.2537313432835821,external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_pre,True
selection,True,120.0,31,6,1608,489,488,3.6911935703114587,0.4051126162387679,0.01927860696517413,0.5870166457035619,0.04788557213930348,0.633563978940921,0.2537313432835821,external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_pre,True
as-released,False,160.0,13,6,1557,514,514,4.146768467039444,0.34684417781532356,0.002569043031470777,0.6040926579403025,0.0019267822736030828,0.6403948127943918,0.47591522157996147,external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_post,True
union,True,160.0,13,6,1557,514,514,4.146768467039444,0.36851386015329246,0.002569043031470777,0.6040926579403025,0.0019267822736030828,0.6403948127943918,0.47591522157996147,external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_post,True
selection,True,160.0,13,6,1557,514,514,4.146768467039444,0.34684417781532356,0.002569043031470777,0.6040926579403025,0.0019267822736030828,0.6403948127943918,0.47591522157996147,external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_post,True
as-released,False,160.0,17,6,1549,518,518,3.3340843393547925,0.4838477159069438,0.0032278889606197547,0.6312021114470455,0.0032278889606197547,0.6285701501094293,0.0,external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_pre|rrf_dense_e5_base_v2_pre|external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_pre,True
union,True,160.0,17,6,1549,518,518,3.3340843393547925,0.5319261129946943,0.0032278889606197547,0.6312021114470455,0.0032278889606197547,0.6285701501094293,0.0,external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_pre|rrf_dense_e5_base_v2_pre|external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_pre,True
selection,True,160.0,17,6,1549,518,518,3.3340843393547925,0.4838477159069438,0.001936733376371853,0.6214092877862002,0.0032278889606197547,0.6285701501094293,0.34990316333118143,external_qwen3_embedding_06b_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|rrf_dense_e5_base_v2_pre|external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_pre,True
as-released,False,160.0,23,6,1585,500,500,3.6368250652430647,0.40112167239663077,0.0037854889589905363,0.6410282515866332,0.0031545741324921135,0.6368129297149656,0.0,external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_pre|rrf_dense_e5_base_v2_pre|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_post,True
union,True,160.0,23,6,1585,500,500,3.6368250652430647,0.4306973901094615,0.0037854889589905363,0.6410282515866332,0.0031545741324921135,0.6368129297149656,0.0,external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_pre|rrf_dense_e5_base_v2_pre|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_post,True
selection,True,160.0,23,6,1585,500,500,3.6368250652430647,0.40112167239663077,0.0018927444794952682,0.6283747105068943,0.0031545741324921135,0.6368129297149656,0.3438485804416404,external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_pre|rrf_dense_e5_base_v2_pre|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_post,True
as-released,False,160.0,29,6,1584,501,500,3.601642042161862,0.3516027744899937,0.004419191919191919,0.6405768566662352,0.0031565656565656565,0.6409832478797257,0.0,external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_post,True
union,True,160.0,29,6,1584,501,500,3.601642042161862,0.37700731918702335,0.004419191919191919,0.6405768566662352,0.0031565656565656565,0.6409832478797257,0.0,external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_post,True
selection,True,160.0,29,6,1584,501,500,3.601642042161862,0.3516027744899937,0.0031565656565656565,0.6077788437345114,0.0031565656565656565,0.6409832478797257,0.5,external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_post,True
as-released,False,160.0,31,6,1608,489,488,3.6911935703114587,0.4051126162387679,0.003109452736318408,0.631569498361949,0.003109452736318408,0.633563978940921,0.0,external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_post,True
union,True,160.0,31,6,1608,489,488,3.6911935703114587,0.43648415418605196,0.003109452736318408,0.631569498361949,0.003109452736318408,0.633563978940921,0.0,external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_post,True
selection,True,160.0,31,6,1608,489,488,3.6911935703114587,0.4051126162387679,0.0012437810945273632,0.6193471472122697,0.003109452736318408,0.633563978940921,0.34639303482587064,external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_post|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_post,True
as-released,False,80.0,13,8,1557,514,514,3.7400973035463907,0.5155339735288672,0.0012845215157353885,0.60512478649426,0.10854206807964033,0.6403948127943918,0.07321772639691715,external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post,True
union,True,80.0,13,8,1557,514,514,3.7400973035463907,0.5551338558707504,0.005780346820809248,0.6039649177373404,0.10854206807964033,0.6403948127943918,0.0,external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post,True
selection,True,80.0,13,8,1557,514,514,3.7400973035463907,0.5155339735288672,0.0012845215157353885,0.60512478649426,0.10854206807964033,0.6403948127943918,0.07321772639691715,external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post,True
as-released,False,80.0,17,8,1549,518,518,3.41641384326658,0.6162490947085858,0.0012911555842479018,0.5949066368108039,0.11620400258231117,0.6285701501094293,0.0,external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|rrf_dense_e5_base_v2_pre|external_splade_cocondenser_ensembledistil_post|weighted_dense_e5_base_v2_post|external_splade_cocondenser_ensembledistil_post,True
union,True,80.0,17,8,1549,518,518,3.41641384326658,0.6552405590419406,0.0012911555842479018,0.5949066368108039,0.11620400258231117,0.6285701501094293,0.0,external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|rrf_dense_e5_base_v2_pre|external_splade_cocondenser_ensembledistil_post|weighted_dense_e5_base_v2_post|external_splade_cocondenser_ensembledistil_post,True
selection,True,80.0,17,8,1549,518,518,3.41641384326658,0.6162490947085858,0.0012911555842479018,0.5764055022704216,0.11620400258231117,0.6285701501094293,0.26920593931568754,external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|rrf_dense_e5_base_v2_pre|external_splade_cocondenser_ensembledistil_post|weighted_dense_e5_base_v2_post|external_splade_cocondenser_ensembledistil_post,True
as-released,False,80.0,23,8,1585,500,500,3.6421189014204987,0.5560886316497788,0.0012618296529968455,0.6060119000118039,0.11608832807570978,0.6368129297149656,0.0,external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|rrf_dense_e5_base_v2_pre|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|bm25_post|external_qwen3_embedding_06b_pre,True
union,True,80.0,23,8,1585,500,500,3.6421189014204987,0.5979768900127723,0.0012618296529968455,0.6060119000118039,0.11608832807570978,0.6368129297149656,0.0,external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|rrf_dense_e5_base_v2_pre|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|bm25_post|external_qwen3_embedding_06b_pre,True
selection,True,80.0,23,8,1585,500,500,3.6421189014204987,0.5560886316497788,0.0012618296529968455,0.5920050774162796,0.11608832807570978,0.6368129297149656,0.14384858044164037,external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|rrf_dense_e5_base_v2_pre|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|bm25_post|external_splade_cocondenser_ensembledistil_post,True
as-released,False,80.0,29,8,1584,501,500,3.6872257928348118,0.5042925310012836,0.0031565656565656565,0.6082027846234844,0.10795454545454546,0.6409832478797257,0.0,external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|weighted_dense_e5_base_v2_post|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post,True
union,True,80.0,29,8,1584,501,500,3.6872257928348118,0.5409196893692323,0.0031565656565656565,0.6082027846234844,0.10795454545454546,0.6409832478797257,0.0,external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|weighted_dense_e5_base_v2_post|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post,True
selection,True,80.0,29,8,1584,501,500,3.6872257928348118,0.5042925310012836,0.0031565656565656565,0.6082027846234844,0.10795454545454546,0.6409832478797257,0.0,external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|weighted_dense_e5_base_v2_post|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post,True
as-released,False,80.0,31,8,1608,489,488,3.51928522070983,0.5556884656038453,0.0012437810945273632,0.5978453743244766,0.11069651741293532,0.633563978940921,0.0,external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|bm25_post|external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre,True
union,True,80.0,31,8,1608,489,488,3.51928522070983,0.5976929940914154,0.0012437810945273632,0.5978453743244766,0.11069651741293532,0.633563978940921,0.0,external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|bm25_post|external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre,True
selection,True,80.0,31,8,1608,489,488,3.51928522070983,0.5556884656038453,0.0012437810945273632,0.5946394398580066,0.11069651741293532,0.633563978940921,0.13121890547263682,external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|bm25_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre,True
as-released,False,120.0,13,8,1557,514,514,3.7400973035463907,0.5155339735288672,0.00449582530507386,0.6062554092874977,0.047527296082209375,0.6403948127943918,0.5529865125240848,external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post,True
union,True,120.0,13,8,1557,514,514,3.7400973035463907,0.5551338558707504,0.005138086062941554,0.605095540530578,0.047527296082209375,0.6403948127943918,0.4797687861271676,external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post,True
selection,True,120.0,13,8,1557,514,514,3.7400973035463907,0.5181396087946639,0.005138086062941554,0.605095540530578,0.047527296082209375,0.6403948127943918,0.4797687861271676,external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_post|external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post,True
as-released,False,120.0,17,8,1549,518,518,3.41641384326658,0.6162490947085858,0.0,0.5949066368108039,0.04906391220142027,0.6285701501094293,0.500322788896062,external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|rrf_dense_e5_base_v2_pre|external_splade_cocondenser_ensembledistil_post|weighted_dense_e5_base_v2_post|external_splade_cocondenser_ensembledistil_post,True
union,True,120.0,17,8,1549,518,518,3.41641384326658,0.6552405590419406,0.012265978050355068,0.6012954526533458,0.04906391220142027,0.6285701501094293,0.24919302775984506,external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|rrf_dense_e5_base_v2_pre|external_splade_cocondenser_ensembledistil_post|weighted_dense_e5_base_v2_post|external_splade_cocondenser_ensembledistil_post,True
selection,True,120.0,17,8,1549,518,518,3.41641384326658,0.6162490947085858,0.0,0.5949066368108039,0.04906391220142027,0.6285701501094293,0.500322788896062,external_splade_cocondenser_ensembledistil_post|external_qwen3_embedding_06b_pre|external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|rrf_dense_e5_base_v2_pre|external_splade_cocondenser_ensembledistil_post|weighted_dense_e5_base_v2_post|external_splade_cocondenser_ensembledistil_post,True
as-released,False,120.0,23,8,1585,500,500,3.6421189014204987,0.5560886316497788,0.0,0.6060119000118039,0.04794952681388013,0.6368129297149656,0.4725552050473186,external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|rrf_dense_e5_base_v2_pre|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|bm25_post|external_qwen3_embedding_06b_pre,True
union,True,120.0,23,8,1585,500,500,3.6421189014204987,0.5979768900127723,0.0,0.6060119000118039,0.04794952681388013,0.6368129297149656,0.4725552050473186,external_qwen3_embedding_06b_pre|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|rrf_dense_e5_base_v2_pre|external_splade_cocondenser_ensembledistil_post|external_splade_cocondenser_ensembledistil_post|bm25_post|external_qwen3_embedding_06b_pre,True
