phase,dataset,budget_ms,seed,policy,n_eval,mean_ms,p50_ms,p95_ms,p99_ms,slo_violation,ndcg10,throughput_qps,distinct_plans,probe_ms,route_ms
closed_loop,nfcorpus,9.42,13,CWC,413,3.471665402319616,1.9835238344967365,7.181871589273214,7.64379990287125,0.0,0.10253038650437732,286.44831889076244,2,2.115989109550853,0.22666851232238747
closed_loop,nfcorpus,9.42,13,StaticBest-cal,413,1.5924633503158647,0.9261870291084051,3.4752286970615383,3.696394534781575,0.0,0.10215036070603362,620.7991860521842,1,0.0,0.0
closed_loop,nfcorpus,9.42,13,CostGreedy-cal,413,1.5892806089738019,0.9272040333598852,3.4455878194421525,3.69370823726058,0.0,0.10215036070603362,621.9816074854574,1,0.0,0.0
closed_loop,nfcorpus,9.42,13,Static-BestQuality,413,87.22854728672932,73.82213906385005,137.53648758865893,154.376569557935,1.0,0.11774521402970015,11.459494404684122,1,0.0,0.0
closed_loop,nfcorpus,9.42,13,Static-Fallback,413,1.5528539779706527,0.9202919900417328,3.327338537201285,3.5668659768998623,0.0,0.10215036070603362,636.362646035184,1,0.0,0.0
closed_loop,nfcorpus,9.42,13,Oracle-perItem,413,0.8388785194362047,0.6249858997762203,2.2823129780590508,3.4498937986791125,0.0,0.12377144834184667,1152.773496304026,5,0.0,0.0
closed_loop,nfcorpus,9.42,17,CWC,417,3.4654877105017574,2.2077669855207205,7.3062474839389315,8.304926017299293,0.002398081534772182,0.0993440854336229,286.60148392546904,4,2.165084297163524,0.23415175096826446
closed_loop,nfcorpus,9.42,17,StaticBest-cal,417,1.6359728878270166,0.9603160433471203,3.5189585760235786,3.8039941899478427,0.0,0.10056339477512681,603.613151915758,1,0.0,0.0
closed_loop,nfcorpus,9.42,17,CostGreedy-cal,417,1.56708923950166,0.916569959372282,3.286039875820279,3.6062260251492257,0.0,0.10056339477512681,630.8056269018033,1,0.0,0.0
closed_loop,nfcorpus,9.42,17,Static-BestQuality,417,85.18433639705985,72.35178491100669,135.58662976138294,145.35021384246647,1.0,0.11289121149827384,11.734450128657441,1,0.0,0.0
closed_loop,nfcorpus,9.42,17,Static-Fallback,417,1.6054114331301454,0.9170710109174252,3.4614522010087962,3.6721032857894893,0.0,0.10056339477512681,615.5803445522859,1,0.0,0.0
closed_loop,nfcorpus,9.42,17,Oracle-perItem,417,0.8671717255932393,0.5963658913969994,2.4215806275606155,3.5151687730103682,0.0,0.12576498899824817,1115.323688862105,5,0.0,0.0
closed_loop,nfcorpus,20.59,13,CWC,413,3.4755457781219166,2.1264939568936825,7.1899335365742445,7.865639878436923,0.0,0.10253038650437732,286.1450496843545,2,2.123063300526532,0.2234955729812961
closed_loop,nfcorpus,20.59,13,StaticBest-cal,413,1.5963697095669933,0.9236619807779789,3.4719260875135656,3.768685134127736,0.0,0.10215036070603362,619.5430380135825,1,0.0,0.0
closed_loop,nfcorpus,20.59,13,CostGreedy-cal,413,1.60402095860849,0.9502049069851637,3.4071594476699825,3.60795839689672,0.0,0.10215036070603362,616.4575946937264,1,0.0,0.0
closed_loop,nfcorpus,20.59,13,Static-BestQuality,413,87.22708119444783,74.06955608166754,138.59539339318871,153.88362085446715,1.0,0.11774521402970015,11.45964950110817,1,0.0,0.0
closed_loop,nfcorpus,20.59,13,Static-Fallback,413,1.5850579134948533,0.9297830983996391,3.418109146878123,3.6226302850991488,0.0,0.10215036070603362,623.7315462584994,1,0.0,0.0
closed_loop,nfcorpus,20.59,13,Oracle-perItem,413,1.797620112360534,0.6632870063185692,8.404546556994088,19.84723753295839,0.009685230024213076,0.12480233906471325,546.783104683974,6,0.0,0.0
closed_loop,nfcorpus,20.59,17,CWC,417,3.5088107635309513,2.3299409076571465,7.321815425530075,8.03683298639953,0.0,0.0993440854336229,283.0694346171492,4,2.1953462378503823,0.23553271083344374
closed_loop,nfcorpus,20.59,17,StaticBest-cal,417,1.5897182619301893,0.9159769397228956,3.365292819216847,3.588032647967338,0.0,0.10056339477512681,621.8927731303141,1,0.0,0.0
closed_loop,nfcorpus,20.59,17,CostGreedy-cal,417,1.5964826599111874,0.9228540584445,3.388777980580926,3.599867904558777,0.0,0.10056339477512681,619.2837381531054,1,0.0,0.0
closed_loop,nfcorpus,20.59,17,Static-BestQuality,417,87.58780980824406,74.08269704319537,143.9755005761981,151.20954892598093,1.0,0.11289121149827384,11.412496109471087,1,0.0,0.0
closed_loop,nfcorpus,20.59,17,Static-Fallback,417,1.593465874378058,0.9074688423424959,3.380233747884631,3.595883287489414,0.0,0.10056339477512681,620.2647379358489,1,0.0,0.0
closed_loop,nfcorpus,20.59,17,Oracle-perItem,417,1.8734474810470136,0.7018849719315767,15.08770752698181,20.038225790485736,0.004796163069544364,0.1269406104196542,524.6345980531592,6,0.0,0.0
closed_loop,nfcorpus,45.02,13,CWC,413,6.582065400290901,2.205361146479845,25.564914941787713,28.58981146477163,0.0,0.10762626407521271,151.53452906349548,2,2.1456543538836677,0.2310559876290202
closed_loop,nfcorpus,45.02,13,StaticBest-cal,413,1.570460138522251,0.9044609032571316,3.3449622802436347,3.619828522205353,0.0,0.10215036070603362,629.3129678724285,1,0.0,0.0
closed_loop,nfcorpus,45.02,13,CostGreedy-cal,413,1.5535422349371215,0.8989109192043543,3.3908728044480085,3.6144106090068817,0.0,0.10215036070603362,636.3718209512551,1,0.0,0.0
closed_loop,nfcorpus,45.02,13,Static-BestQuality,413,86.87560143767796,73.5533710103482,137.87223985418677,148.2374227978289,0.910411622276029,0.11774521402970015,11.505980011094904,1,0.0,0.0
closed_loop,nfcorpus,45.02,13,Static-Fallback,413,1.823853625246204,1.1413490865379572,3.760921396315098,4.490238530561328,0.0,0.10215036070603362,541.9059911692268,1,0.0,0.0
closed_loop,nfcorpus,45.02,13,Oracle-perItem,413,5.035899790369209,0.7863410282880068,28.77749213948845,45.99524058401584,0.012106537530266344,0.1308631635606051,197.15391744929326,7,0.0,0.0
closed_loop,nfcorpus,45.02,17,CWC,417,3.5235538092671894,2.54927109926939,7.366242306306957,8.30407661385834,0.0,0.0993440854336229,281.9282028433134,4,2.207127900579743,0.23673608847748603
closed_loop,nfcorpus,45.02,17,StaticBest-cal,417,1.7066463002850183,1.0004101786762476,3.5878598690032955,4.0926805883645985,0.0,0.10056339477512681,578.9663073238239,1,0.0,0.0
closed_loop,nfcorpus,45.02,17,CostGreedy-cal,417,1.7038038016098151,1.091737998649478,3.4627761226147413,3.670068308711052,0.0,0.10056339477512681,579.8211390646115,1,0.0,0.0
closed_loop,nfcorpus,45.02,17,Static-BestQuality,417,91.6808357739227,78.52326915599406,149.62269482202828,160.44966505840415,0.9376498800959233,0.11289121149827384,10.90281945449456,1,0.0,0.0
closed_loop,nfcorpus,45.02,17,Static-Fallback,417,1.67013635430083,0.9789210744202137,3.5168257541954517,3.684656778350471,0.0,0.10056339477512681,591.6747213429246,1,0.0,0.0
closed_loop,nfcorpus,45.02,17,Oracle-perItem,417,5.578961691816898,0.7829861715435982,29.831549664959308,45.715549690648864,0.011990407673860911,0.1348238343316896,178.08769939108367,7,0.0,0.0
closed_loop,nfcorpus,98.41,13,CWC,413,48.540796421594536,44.51772593893111,94.7682345751673,102.83834154717623,0.026634382566585957,0.109455946635213,20.581770301654323,3,2.443283138408824,0.3121233349057144
closed_loop,nfcorpus,98.41,13,StaticBest-cal,413,72.76695248102611,57.59136006236076,120.25176030583678,127.64534519985318,0.3801452784503632,0.11388160645217614,13.737500083934485,1,0.0,0.0
closed_loop,nfcorpus,98.41,13,CostGreedy-cal,413,38.49883086711042,22.832619957625866,83.49371422082186,87.12971732020378,0.004842615012106538,0.10233664400839476,25.944926010615493,1,0.0,0.0
closed_loop,nfcorpus,98.41,13,Static-BestQuality,413,90.8094739432043,76.81645010598004,142.30868364684284,155.59521965682507,0.387409200968523,0.11774521402970015,11.007616856831836,1,0.0,0.0
closed_loop,nfcorpus,98.41,13,Static-Fallback,413,37.68586899440275,22.22635713405907,80.73447654023767,89.18747100047766,0.0,0.10233664400839476,26.503065718927328,1,0.0,0.0
closed_loop,nfcorpus,98.41,13,Oracle-perItem,413,11.175980696738776,0.7988139986991882,76.75660992972551,94.72982494160532,0.007263922518159807,0.13724790547666704,89.1841931696894,7,0.0,0.0
closed_loop,nfcorpus,98.41,17,CWC,417,8.319648373001021,3.1855679117143154,37.54156143404488,80.78802674077451,0.0,0.10133924096221074,119.82816461256598,3,2.2017637170556426,0.24055722459918447
closed_loop,nfcorpus,98.41,17,StaticBest-cal,417,57.23862417100324,42.08080214448273,104.7318312805146,109.45056556724009,0.2517985611510791,0.10878757194872235,17.462638101130086,1,0.0,0.0
closed_loop,nfcorpus,98.41,17,CostGreedy-cal,417,35.39171348810553,21.199862007051706,79.41832132637501,85.89088799431917,0.0,0.10087021137239652,28.2199726752701,1,0.0,0.0
closed_loop,nfcorpus,98.41,17,Static-BestQuality,417,85.38056343427593,72.57777289487422,136.09895585104823,141.36704247444865,0.37170263788968827,0.11289121149827384,11.707340768378039,1,0.0,0.0
closed_loop,nfcorpus,98.41,17,Static-Fallback,417,1.643547234382275,0.9402961004525423,3.4845466259866953,3.713952535763383,0.0,0.10056339477512681,601.4562832739778,1,0.0,0.0
closed_loop,nfcorpus,98.41,17,Oracle-perItem,417,11.075010022921242,0.8314240258187056,74.52021329663694,92.82504055649004,0.004796163069544364,0.14091448697697376,90.00630980447777,7,0.0,0.0
