action,action_family_bm25,action_family_ce_rerank,action_family_dense,action_family_external,action_family_rerank,action_family_rrf,action_family_weighted,action_id_bm25_post,action_id_bm25_pre,action_id_dense_e5_base_v2_post,action_id_dense_e5_base_v2_pre,action_id_dense_post,action_id_dense_pre,action_id_rerank_depth_20,action_id_rrf_dense_e5_base_v2_post,action_id_rrf_dense_e5_base_v2_pre,action_id_rrf_post,action_id_rrf_pre,action_id_weighted_dense_e5_base_v2_post,action_id_weighted_dense_e5_base_v2_pre,action_id_weighted_post,action_id_weighted_pre,action_is_rerank,action_mode_post,action_mode_pre,action_rerank_depth,bm25_entropy,bm25_gap,bm25_top_score,candidate_count,dataset,dense_entropy,dense_gap,dense_top_score,latency_ms,ndcg10,probe_latency_ms,probe_overlap,qid,query_digit_ratio,query_len,recall100,selectivity
bm25_post,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,2.9651836922873622,0.1503234642654938,19.693499809392282,100,nfcorpus,2.993756981987474,0.0011907219886779785,0.8542038202285767,5.754017821699381,0.7786015960080509,40.63977999612689,0.48148148148148145,PLAIN-2,0.0,7,0.7083333333333334,1.0
dense_post,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1.0,,,,,,,,,,,0.0,1.0,0.0,0.0,2.9651836922873622,0.1503234642654938,19.693499809392282,100,nfcorpus,2.993756981987474,0.0011907219886779785,0.8542038202285767,86.75505927875638,0.7923935461056428,40.63977999612689,0.48148148148148145,PLAIN-2,0.0,7,0.75,1.0
rrf_post,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1.0,,,,,,0.0,1.0,0.0,0.0,2.9651836922873622,0.1503234642654938,19.693499809392282,100,nfcorpus,2.993756981987474,0.0011907219886779785,0.8542038202285767,92.59712099209428,0.8386628542598276,40.63977999612689,0.48148148148148145,PLAIN-2,0.0,7,0.7916666666666666,1.0
weighted_post,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,2.9651836922873622,0.1503234642654938,19.693499809392282,100,nfcorpus,2.993756981987474,0.0011907219886779785,0.8542038202285767,92.72655201256275,0.8386628542598276,40.63977999612689,0.48148148148148145,PLAIN-2,0.0,7,0.75,1.0
bm25_pre,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,2.9651836922873622,0.1503234642654938,19.693499809392282,100,nfcorpus,2.993756981987474,0.0011907219886779785,0.8542038202285767,5.704017821699381,0.7786015960080509,40.63977999612689,0.48148148148148145,PLAIN-2,0.0,7,0.7083333333333334,1.0
dense_pre,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,1.0,,,,,,,,,,0.0,0.0,1.0,0.0,2.9651836922873622,0.1503234642654938,19.693499809392282,100,nfcorpus,2.993756981987474,0.0011907219886779785,0.8542038202285767,86.70505927875638,0.7923935461056428,40.63977999612689,0.48148148148148145,PLAIN-2,0.0,7,0.75,1.0
dense_e5_base_v2_post,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,0.0,1.0,0.0,0.0,2.9651836922873622,0.1503234642654938,19.693499809392282,100,nfcorpus,2.993756981987474,0.0011907219886779785,0.8542038202285767,118.98926607444882,0.7923935461056428,40.63977999612689,0.48148148148148145,PLAIN-2,0.0,7,0.7083333333333334,1.0
dense_e5_base_v2_pre,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,,,,,,,0.0,0.0,1.0,0.0,2.9651836922873622,0.1503234642654938,19.693499809392282,100,nfcorpus,2.993756981987474,0.0011907219886779785,0.8542038202285767,118.93926607444882,0.7923935461056428,40.63977999612689,0.48148148148148145,PLAIN-2,0.0,7,0.7083333333333334,1.0
rrf_dense_e5_base_v2_post,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,1.0,,,,,,,,0.0,1.0,0.0,0.0,2.9651836922873622,0.1503234642654938,19.693499809392282,100,nfcorpus,2.993756981987474,0.0011907219886779785,0.8542038202285767,124.81798659190535,0.8421098789452184,40.63977999612689,0.48148148148148145,PLAIN-2,0.0,7,0.75,1.0
rrf_dense_e5_base_v2_pre,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,1.0,,,,,,,0.0,0.0,1.0,0.0,2.9651836922873622,0.1503234642654938,19.693499809392282,100,nfcorpus,2.993756981987474,0.0011907219886779785,0.8542038202285767,124.76376164704561,0.8421098789452184,40.63977999612689,0.48148148148148145,PLAIN-2,0.0,7,0.75,1.0
weighted_dense_e5_base_v2_post,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,1.0,,,,0.0,1.0,0.0,0.0,2.9651836922873622,0.1503234642654938,19.693499809392282,100,nfcorpus,2.993756981987474,0.0011907219886779785,0.8542038202285767,124.94325599744916,0.8386628542598276,40.63977999612689,0.48148148148148145,PLAIN-2,0.0,7,0.75,1.0
weighted_dense_e5_base_v2_pre,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,1.0,,,0.0,0.0,1.0,0.0,2.9651836922873622,0.1503234642654938,19.693499809392282,100,nfcorpus,2.993756981987474,0.0011907219886779785,0.8542038202285767,124.88463707268238,0.8386628542598276,40.63977999612689,0.48148148148148145,PLAIN-2,0.0,7,0.75,1.0
rrf_pre,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,1.0,,,,,0.0,0.0,1.0,0.0,2.9651836922873622,0.1503234642654938,19.693499809392282,100,nfcorpus,2.993756981987474,0.0011907219886779785,0.8542038202285767,92.52857230603695,0.8386628542598276,40.63977999612689,0.48148148148148145,PLAIN-2,0.0,7,0.7916666666666666,1.0
weighted_pre,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,2.9651836922873622,0.1503234642654938,19.693499809392282,100,nfcorpus,2.993756981987474,0.0011907219886779785,0.8542038202285767,92.65302307903767,0.8386628542598276,40.63977999612689,0.48148148148148145,PLAIN-2,0.0,7,0.75,1.0
rerank_depth_20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,1.0,,,,,,,,,1.0,0.0,0.0,20.0,2.9651836922873622,0.1503234642654938,19.693499809392282,27,nfcorpus,2.993756981987474,0.0011907219886779785,0.8542038202285767,97.26907710045576,0.8386628542598276,40.63977999612689,0.48148148148148145,PLAIN-2,0.0,7,0.5833333333333334,1.0
bm25_post,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,2.9695188482919583,1.0731977879557117,10.690280534567048,100,nfcorpus,2.995501646133883,0.015067338943481445,0.7577213048934937,13.632983985543252,0.0,81.473208963871,0.05263157894736842,PLAIN-12,0.0,5,0.1,1.0
dense_post,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1.0,,,,,,,,,,,0.0,1.0,0.0,0.0,2.9695188482919583,1.0731977879557117,10.690280534567048,100,nfcorpus,2.995501646133883,0.015067338943481445,0.7577213048934937,101.32705708146095,0.03013709721815105,81.473208963871,0.05263157894736842,PLAIN-12,0.0,5,0.26666666666666666,1.0
rrf_post,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1.0,,,,,,0.0,1.0,0.0,0.0,2.9695188482919583,1.0731977879557117,10.690280534567048,100,nfcorpus,2.995501646133883,0.015067338943481445,0.7577213048934937,115.01140388771891,0.0800702175982802,81.473208963871,0.05263157894736842,PLAIN-12,0.0,5,0.26666666666666666,1.0
weighted_post,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,2.9695188482919583,1.0731977879557117,10.690280534567048,100,nfcorpus,2.995501646133883,0.015067338943481445,0.7577213048934937,115.12117189466953,0.0,81.473208963871,0.05263157894736842,PLAIN-12,0.0,5,0.26666666666666666,1.0
bm25_pre,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,2.9695188482919583,1.0731977879557117,10.690280534567048,100,nfcorpus,2.995501646133883,0.015067338943481445,0.7577213048934937,13.582983985543251,0.0,81.473208963871,0.05263157894736842,PLAIN-12,0.0,5,0.1,1.0
dense_pre,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,1.0,,,,,,,,,,0.0,0.0,1.0,0.0,2.9695188482919583,1.0731977879557117,10.690280534567048,100,nfcorpus,2.995501646133883,0.015067338943481445,0.7577213048934937,101.27705708146095,0.03013709721815105,81.473208963871,0.05263157894736842,PLAIN-12,0.0,5,0.26666666666666666,1.0
dense_e5_base_v2_post,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,0.0,1.0,0.0,0.0,2.9695188482919583,1.0731977879557117,10.690280534567048,100,nfcorpus,2.995501646133883,0.015067338943481445,0.7577213048934937,108.06372118294239,0.3694887956959894,81.473208963871,0.05263157894736842,PLAIN-12,0.0,5,0.26666666666666666,1.0
dense_e5_base_v2_pre,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,,,,,,,0.0,0.0,1.0,0.0,2.9695188482919583,1.0731977879557117,10.690280534567048,100,nfcorpus,2.995501646133883,0.015067338943481445,0.7577213048934937,108.01372118294239,0.3694887956959894,81.473208963871,0.05263157894736842,PLAIN-12,0.0,5,0.26666666666666666,1.0
rrf_dense_e5_base_v2_post,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,1.0,,,,,,,,0.0,1.0,0.0,0.0,2.9695188482919583,1.0731977879557117,10.690280534567048,100,nfcorpus,2.995501646133883,0.015067338943481445,0.7577213048934937,121.73106343597173,0.025468801790778563,81.473208963871,0.05263157894736842,PLAIN-12,0.0,5,0.23333333333333334,1.0
rrf_dense_e5_base_v2_pre,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,1.0,,,,,,,0.0,0.0,1.0,0.0,2.9695188482919583,1.0731977879557117,10.690280534567048,100,nfcorpus,2.995501646133883,0.015067338943481445,0.7577213048934937,121.67725898325443,0.025468801790778563,81.473208963871,0.05263157894736842,PLAIN-12,0.0,5,0.23333333333333334,1.0
weighted_dense_e5_base_v2_post,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,1.0,,,,0.0,1.0,0.0,0.0,2.9695188482919583,1.0731977879557117,10.690280534567048,100,nfcorpus,2.995501646133883,0.015067338943481445,0.7577213048934937,121.84089104756713,0.12684890933873771,81.473208963871,0.05263157894736842,PLAIN-12,0.0,5,0.23333333333333334,1.0
weighted_dense_e5_base_v2_pre,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,1.0,,,0.0,0.0,1.0,0.0,2.9695188482919583,1.0731977879557117,10.690280534567048,100,nfcorpus,2.995501646133883,0.015067338943481445,0.7577213048934937,121.78447423502803,0.12684890933873771,81.473208963871,0.05263157894736842,PLAIN-12,0.0,5,0.23333333333333334,1.0
rrf_pre,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,1.0,,,,,0.0,0.0,1.0,0.0,2.9695188482919583,1.0731977879557117,10.690280534567048,100,nfcorpus,2.995501646133883,0.015067338943481445,0.7577213048934937,114.94356021285057,0.0800702175982802,81.473208963871,0.05263157894736842,PLAIN-12,0.0,5,0.26666666666666666,1.0
weighted_pre,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,2.9695188482919583,1.0731977879557117,10.690280534567048,100,nfcorpus,2.995501646133883,0.015067338943481445,0.7577213048934937,115.04962109029293,0.0,81.473208963871,0.05263157894736842,PLAIN-12,0.0,5,0.26666666666666666,1.0
rerank_depth_20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,1.0,,,,,,,,,1.0,0.0,0.0,20.0,2.9695188482919583,1.0731977879557117,10.690280534567048,38,nfcorpus,2.995501646133883,0.015067338943481445,0.7577213048934937,121.70004106700421,0.0,81.473208963871,0.05263157894736842,PLAIN-12,0.0,5,0.13333333333333333,1.0
bm25_post,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,2.992182012005806,0.7606102369625596,10.861517977910855,100,nfcorpus,2.9953068631836723,0.0015287399291992188,0.7715177536010742,7.246498103439808,0.20445672198146214,71.94004999473691,0.17647058823529413,PLAIN-23,0.0,9,0.15555555555555556,1.0
dense_post,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1.0,,,,,,,,,,,0.0,1.0,0.0,0.0,2.992182012005806,0.7606102369625596,10.861517977910855,100,nfcorpus,2.9953068631836723,0.0015287399291992188,0.7715177536010742,106.58067845851183,0.5085765765797458,71.94004999473691,0.17647058823529413,PLAIN-23,0.0,9,0.2,1.0
rrf_post,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1.0,,,,,,0.0,1.0,0.0,0.0,2.992182012005806,0.7606102369625596,10.861517977910855,100,nfcorpus,2.9953068631836723,0.0015287399291992188,0.7715177536010742,114.01581027656793,0.5945907109137406,71.94004999473691,0.17647058823529413,PLAIN-23,0.0,9,0.18888888888888888,1.0
weighted_post,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,2.992182012005806,0.7606102369625596,10.861517977910855,100,nfcorpus,2.9953068631836723,0.0015287399291992188,0.7715177536010742,116.99247787818312,0.5238399216840545,71.94004999473691,0.17647058823529413,PLAIN-23,0.0,9,0.16666666666666666,1.0
bm25_pre,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,2.992182012005806,0.7606102369625596,10.861517977910855,100,nfcorpus,2.9953068631836723,0.0015287399291992188,0.7715177536010742,7.196498103439808,0.20445672198146214,71.94004999473691,0.17647058823529413,PLAIN-23,0.0,9,0.15555555555555556,1.0
dense_pre,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,1.0,,,,,,,,,,0.0,0.0,1.0,0.0,2.992182012005806,0.7606102369625596,10.861517977910855,100,nfcorpus,2.9953068631836723,0.0015287399291992188,0.7715177536010742,106.53067845851183,0.5085765765797458,71.94004999473691,0.17647058823529413,PLAIN-23,0.0,9,0.2,1.0
dense_e5_base_v2_post,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,0.0,1.0,0.0,0.0,2.992182012005806,0.7606102369625596,10.861517977910855,100,nfcorpus,2.9953068631836723,0.0015287399291992188,0.7715177536010742,75.78834713548422,0.41167021322193614,71.94004999473691,0.17647058823529413,PLAIN-23,0.0,9,0.1111111111111111,1.0
dense_e5_base_v2_pre,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,,,,,,,0.0,0.0,1.0,0.0,2.992182012005806,0.7606102369625596,10.861517977910855,100,nfcorpus,2.9953068631836723,0.0015287399291992188,0.7715177536010742,75.73834713548422,0.41167021322193614,71.94004999473691,0.17647058823529413,PLAIN-23,0.0,9,0.1111111111111111,1.0
rrf_dense_e5_base_v2_post,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,1.0,,,,,,,,0.0,1.0,0.0,0.0,2.992182012005806,0.7606102369625596,10.861517977910855,100,nfcorpus,2.9953068631836723,0.0015287399291992188,0.7715177536010742,83.07408223971724,0.49369985760835416,71.94004999473691,0.17647058823529413,PLAIN-23,0.0,9,0.14444444444444443,1.0
rrf_dense_e5_base_v2_pre,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,1.0,,,,,,,0.0,0.0,1.0,0.0,2.992182012005806,0.7606102369625596,10.861517977910855,100,nfcorpus,2.9953068631836723,0.0015287399291992188,0.7715177536010742,83.01953645423055,0.49369985760835416,71.94004999473691,0.17647058823529413,PLAIN-23,0.0,9,0.14444444444444443,1.0
weighted_dense_e5_base_v2_post,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,1.0,,,,0.0,1.0,0.0,0.0,2.992182012005806,0.7606102369625596,10.861517977910855,100,nfcorpus,2.9953068631836723,0.0015287399291992188,0.7715177536010742,83.18662325963378,0.5069120451891608,71.94004999473691,0.17647058823529413,PLAIN-23,0.0,9,0.14444444444444443,1.0
weighted_dense_e5_base_v2_pre,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,1.0,,,0.0,0.0,1.0,0.0,2.992182012005806,0.7606102369625596,10.861517977910855,100,nfcorpus,2.9953068631836723,0.0015287399291992188,0.7715177536010742,83.12324620783329,0.5069120451891608,71.94004999473691,0.17647058823529413,PLAIN-23,0.0,9,0.14444444444444443,1.0
rrf_pre,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,1.0,,,,,0.0,0.0,1.0,0.0,2.992182012005806,0.7606102369625596,10.861517977910855,100,nfcorpus,2.9953068631836723,0.0015287399291992188,0.7715177536010742,113.8114775530994,0.5945907109137406,71.94004999473691,0.17647058823529413,PLAIN-23,0.0,9,0.18888888888888888,1.0
weighted_pre,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,2.992182012005806,0.7606102369625596,10.861517977910855,100,nfcorpus,2.9953068631836723,0.0015287399291992188,0.7715177536010742,113.91423968598247,0.5238399216840545,71.94004999473691,0.17647058823529413,PLAIN-23,0.0,9,0.16666666666666666,1.0
rerank_depth_20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,1.0,,,,,,,,,1.0,0.0,0.0,20.0,2.992182012005806,0.7606102369625596,10.861517977910855,34,nfcorpus,2.9953068631836723,0.0015287399291992188,0.7715177536010742,119.84717656195164,0.5188055748047392,71.94004999473691,0.17647058823529413,PLAIN-23,0.0,9,0.12222222222222222,1.0
bm25_post,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,2.9772086041244714,0.6171170546729705,12.305110690503454,100,nfcorpus,2.9951112151053314,0.03408569097518921,0.7540497779846191,6.644908889383077,0.14501300499131867,89.95102811604738,0.08108108108108109,PLAIN-33,0.0,7,0.28125,1.0
dense_post,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1.0,,,,,,,,,,,0.0,1.0,0.0,0.0,2.9772086041244714,0.6171170546729705,12.305110690503454,100,nfcorpus,2.9951112151053314,0.03408569097518921,0.7540497779846191,86.119508921355,0.4746499232588365,89.95102811604738,0.08108108108108109,PLAIN-33,0.0,7,0.28125,1.0
rrf_post,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1.0,,,,,,0.0,1.0,0.0,0.0,2.9772086041244714,0.6171170546729705,12.305110690503454,100,nfcorpus,2.9951112151053314,0.03408569097518921,0.7540497779846191,92.809242746979,0.08187072223118565,89.95102811604738,0.08108108108108109,PLAIN-33,0.0,7,0.28125,1.0
weighted_post,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,2.9772086041244714,0.6171170546729705,12.305110690503454,100,nfcorpus,2.9951112151053314,0.03408569097518921,0.7540497779846191,92.90274799913168,0.4873110644234601,89.95102811604738,0.08108108108108109,PLAIN-33,0.0,7,0.28125,1.0
bm25_pre,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,2.9772086041244714,0.6171170546729705,12.305110690503454,100,nfcorpus,2.9951112151053314,0.03408569097518921,0.7540497779846191,6.594908889383078,0.14501300499131867,89.95102811604738,0.08108108108108109,PLAIN-33,0.0,7,0.28125,1.0
dense_pre,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,1.0,,,,,,,,,,0.0,0.0,1.0,0.0,2.9772086041244714,0.6171170546729705,12.305110690503454,100,nfcorpus,2.9951112151053314,0.03408569097518921,0.7540497779846191,86.06950892135501,0.4746499232588365,89.95102811604738,0.08108108108108109,PLAIN-33,0.0,7,0.28125,1.0
dense_e5_base_v2_post,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,0.0,1.0,0.0,0.0,2.9772086041244714,0.6171170546729705,12.305110690503454,100,nfcorpus,2.9951112151053314,0.03408569097518921,0.7540497779846191,96.37726805284619,0.5139421016987333,89.95102811604738,0.08108108108108109,PLAIN-33,0.0,7,0.25,1.0
dense_e5_base_v2_pre,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,,,,,,,0.0,0.0,1.0,0.0,2.9772086041244714,0.6171170546729705,12.305110690503454,100,nfcorpus,2.9951112151053314,0.03408569097518921,0.7540497779846191,96.3272680528462,0.5139421016987333,89.95102811604738,0.08108108108108109,PLAIN-33,0.0,7,0.25,1.0
rrf_dense_e5_base_v2_post,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,1.0,,,,,,,,0.0,1.0,0.0,0.0,2.9772086041244714,0.6171170546729705,12.305110690503454,100,nfcorpus,2.9951112151053314,0.03408569097518921,0.7540497779846191,103.0541710473597,0.14501300499131867,89.95102811604738,0.08108108108108109,PLAIN-33,0.0,7,0.25,1.0
rrf_dense_e5_base_v2_pre,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,1.0,,,,,,,0.0,0.0,1.0,0.0,2.9772086041244714,0.6171170546729705,12.305110690503454,100,nfcorpus,2.9951112151053314,0.03408569097518921,0.7540497779846191,103.00021385774016,0.14501300499131867,89.95102811604738,0.08108108108108109,PLAIN-33,0.0,7,0.25,1.0
weighted_dense_e5_base_v2_post,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,1.0,,,,0.0,1.0,0.0,0.0,2.9772086041244714,0.6171170546729705,12.305110690503454,100,nfcorpus,2.9951112151053314,0.03408569097518921,0.7540497779846191,103.14846280142665,0.38223675442279414,89.95102811604738,0.08108108108108109,PLAIN-33,0.0,7,0.25,1.0
weighted_dense_e5_base_v2_pre,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,1.0,,,0.0,0.0,1.0,0.0,2.9772086041244714,0.6171170546729705,12.305110690503454,100,nfcorpus,2.9951112151053314,0.03408569097518921,0.7540497779846191,103.09203388169408,0.38223675442279414,89.95102811604738,0.08108108108108109,PLAIN-33,0.0,7,0.25,1.0
rrf_pre,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,1.0,,,,,0.0,0.0,1.0,0.0,2.9772086041244714,0.6171170546729705,12.305110690503454,100,nfcorpus,2.9951112151053314,0.03408569097518921,0.7540497779846191,92.7455872297287,0.08187072223118565,89.95102811604738,0.08108108108108109,PLAIN-33,0.0,7,0.28125,1.0
weighted_pre,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,2.9772086041244714,0.6171170546729705,12.305110690503454,100,nfcorpus,2.9951112151053314,0.03408569097518921,0.7540497779846191,92.83584775403142,0.4873110644234601,89.95102811604738,0.08108108108108109,PLAIN-33,0.0,7,0.28125,1.0
rerank_depth_20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,1.0,,,,,,,,,1.0,0.0,0.0,20.0,2.9772086041244714,0.6171170546729705,12.305110690503454,37,nfcorpus,2.9951112151053314,0.03408569097518921,0.7540497779846191,99.32441781073808,0.39837700520626484,89.95102811604738,0.08108108108108109,PLAIN-33,0.0,7,0.1875,1.0
bm25_post,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,2.988118496592883,0.22022771710431144,11.476619194234587,100,nfcorpus,2.9956589002375074,0.012483358383178711,0.7379205226898193,5.7066977873444555,0.0,102.2014357149601,0.08108108108108109,PLAIN-44,0.0,6,0.20689655172413793,1.0
dense_post,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1.0,,,,,,,,,,,0.0,1.0,0.0,0.0,2.988118496592883,0.22022771710431144,11.476619194234587,100,nfcorpus,2.9956589002375074,0.012483358383178711,0.7379205226898193,76.10229131877422,0.19372181057410734,102.2014357149601,0.08108108108108109,PLAIN-44,0.0,6,0.22413793103448276,1.0
rrf_post,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1.0,,,,,,0.0,1.0,0.0,0.0,2.988118496592883,0.22022771710431144,11.476619194234587,100,nfcorpus,2.9956589002375074,0.012483358383178711,0.7379205226898193,81.85062007158994,0.10764273675942826,102.2014357149601,0.08108108108108109,PLAIN-44,0.0,6,0.20689655172413793,1.0
weighted_post,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,2.988118496592883,0.22022771710431144,11.476619194234587,100,nfcorpus,2.9956589002375074,0.012483358383178711,0.7379205226898193,81.94969696104526,0.056878819577707934,102.2014357149601,0.08108108108108109,PLAIN-44,0.0,6,0.20689655172413793,1.0
bm25_pre,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,2.988118496592883,0.22022771710431144,11.476619194234587,100,nfcorpus,2.9956589002375074,0.012483358383178711,0.7379205226898193,5.656697787344456,0.0,102.2014357149601,0.08108108108108109,PLAIN-44,0.0,6,0.20689655172413793,1.0
dense_pre,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,1.0,,,,,,,,,,0.0,0.0,1.0,0.0,2.988118496592883,0.22022771710431144,11.476619194234587,100,nfcorpus,2.9956589002375074,0.012483358383178711,0.7379205226898193,76.05229131877422,0.19372181057410734,102.2014357149601,0.08108108108108109,PLAIN-44,0.0,6,0.22413793103448276,1.0
dense_e5_base_v2_post,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,0.0,1.0,0.0,0.0,2.988118496592883,0.22022771710431144,11.476619194234587,100,nfcorpus,2.9956589002375074,0.012483358383178711,0.7379205226898193,102.73410900607705,0.3138199505268384,102.2014357149601,0.08108108108108109,PLAIN-44,0.0,6,0.2413793103448276,1.0
dense_e5_base_v2_pre,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,,,,,,,0.0,0.0,1.0,0.0,2.988118496592883,0.22022771710431144,11.476619194234587,100,nfcorpus,2.9956589002375074,0.012483358383178711,0.7379205226898193,102.68410900607705,0.3138199505268384,102.2014357149601,0.08108108108108109,PLAIN-44,0.0,6,0.2413793103448276,1.0
rrf_dense_e5_base_v2_post,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,1.0,,,,,,,,0.0,1.0,0.0,0.0,2.988118496592883,0.22022771710431144,11.476619194234587,100,nfcorpus,2.9956589002375074,0.012483358383178711,0.7379205226898193,108.4705168299377,0.14142738860836082,102.2014357149601,0.08108108108108109,PLAIN-44,0.0,6,0.22413793103448276,1.0
rrf_dense_e5_base_v2_pre,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,1.0,,,,,,,0.0,0.0,1.0,0.0,2.988118496592883,0.22022771710431144,11.476619194234587,100,nfcorpus,2.9956589002375074,0.012483358383178711,0.7379205226898193,108.41740667819977,0.14142738860836082,102.2014357149601,0.08108108108108109,PLAIN-44,0.0,6,0.22413793103448276,1.0
